long,lat,telefono,objeto,calle_nombre,calle_altura,calle_cruce,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.3712888447121,-34.6028962929363,43124111,FARMACIA,AV CORRIENTES,301.0,AV CORRIENTES,San Nicolas,Comuna 1,1043,C1043AAD
-58.4406816961461,-34.6203846925224,49027335 49029382,FARMACIA,AV RIVADAVIA,5360.0,AV RIVADAVIA,Caballito,Comuna 6,1424,C1424CEV
-58.4128307071762,-34.6107996662125,48610646,FARMACIA,AV RIVADAVIA,3284.0,AV RIVADAVIA,Balvanera,Comuna 3,1203,C1203AAR
-58.4081634217287,-34.5803003435755,48027565,FARMACIA,JERONIMO SALGUERO,2715.0,JERONIMO SALGUERO,Palermo,Comuna 14,1425,C1425DEL
-58.3708476757898,-34.6391006564945,43027326,FARMACIA,OLAVARRIA,1363.0,OLAVARRIA,Barracas,Comuna 4,1267,C1267AEC
-58.3755376126518,-34.5910265220472,43116637,FARMACIA,,,,,,,
-58.5144165134121,-34.6513054217575,46416425,FARMACIA,AV EMILIO CASTRO,6699.0,AV EMILIO CASTRO,Liniers,Comuna 9,1408,C1408IGD
-58.3900639147777,-34.6342467026555,43632400,FARMACIA,AV CASEROS,1990.0,AV CASEROS,Barracas,Comuna 4,1152,C1152ABP
-58.3856282756937,-34.5998950864826,,FARMACIA,TALCAHUANO,750.0,TALCAHUANO,San Nicolas,Comuna 1,1013,C1013AAP
-58.3896641703209,-34.6017028988813,43744212,FARMACIA,TUCUMAN,1601.0,TUCUMAN,San Nicolas,Comuna 1,1050,C1050AAG
-58.4304525422979,-34.60204587337,48612267,FARMACIA,AV CORRIENTES,4617.0,AV CORRIENTES,Almagro,Comuna 5,1195,C1195AAF
-58.4857031304038,-34.5749758676851,45237577 45210037 45224228,FARMACIA,AV TRIUNVIRATO,4602.0,AV TRIUNVIRATO,Villa Urquiza,Comuna 12,1431,C1431FBW
-58.3944131073616,-34.5982827949959,48114648,FARMACIA,RIOBAMBA,923.0,RIOBAMBA,Recoleta,Comuna 2,1116,C1116ABC
-58.4006934560809,-34.5913528369696,48244914,FARMACIA,AV PUEYRREDON,1719.0,AV PUEYRREDON,Recoleta,Comuna 2,1119,C1119ACA
-58.4772049682219,-34.6069941902993,45812966,FARMACIA,ALVAREZ JONTE,2475.0,ALVAREZ JONTE,Villa Del Parque,Comuna 11,1416,C1416EXJ
-58.3968894556407,-34.6229330296286,49425021,FARMACIA,AV SAN JUAN,2233.0,AV SAN JUAN,San Cristobal,Comuna 3,1232,C1232AAE
-58.4422472524181,-34.6018085988301,48543069,FARMACIA,AV RAUL SCALABRINI ORTIZ,14.0,AV RAUL SCALABRINI ORTIZ,Villa Crespo,Comuna 15,1414,C1414DNN
-58.3776685168984,-34.614107444849,43421252,FARMACIA,VENEZUELA,802.0,VENEZUELA,Monserrat,Comuna 1,1095,C1095AAR
-58.4529595576339,-34.5600701155737,47849025 47841186 47831186,FARMACIA,AV JURAMENTO,2002.0,AV JURAMENTO,Belgrano,Comuna 13,1428,C1428DNH
-58.3710570721443,-34.6243981976399,43617262,FARMACIA,AV J. DE GARAY,400.0,AV J. DE GARAY,San Telmo,Comuna 1,1153,C1153ABO
-58.4093537973249,-34.6019666246222,,FARMACIA,ANCHORENA,639.0,ANCHORENA,Balvanera,Comuna 3,1170,C1170ACK
-58.4224710063928,-34.6122736080665,49815204,FARMACIA,AV RIVADAVIA,4002.0,AV RIVADAVIA,Almagro,Comuna 5,1205,C1205AAN
-58.4660397883886,-34.5512299046157,47028021,FARMACIA,AV CABILDO,3399.0,AV CABILDO,Nuñez,Comuna 13,1429,C1429AAE
-58.486891813368,-34.6348601348535,46720370,FARMACIA,AV RIVADAVIA,8701.0,AV RIVADAVIA,Velez Sarsfield,Comuna 10,1407,C1407DYJ
-58.4419441071769,-34.618769973088,49021365,FARMACIA,ROJAS,143.0,ROJAS,Caballito,Comuna 6,1405,C1405AAC
-58.4159379413792,-34.6425910612012,49111622,FARMACIA,AV SAENZ,296.0,AV SAENZ,Nueva Pompeya,Comuna 4,1437,C1437DNP
-58.4168164349396,-34.6544146999727,49190509,FARMACIA,AV SAENZ,1181.0,AV SAENZ,Nueva Pompeya,Comuna 4,1437,C1437DOD
-58.3990737954159,-34.5883437375394,48059575,FARMACIA,PACHECO DE MELO,2402.0,PACHECO DE MELO,Recoleta,Comuna 2,1425,C1425AUB
-58.3730509462943,-34.6197361224305,4307132 443629978,FARMACIA,BOLIVAR,1001.0,BOLIVAR,San Telmo,Comuna 1,1066,C1066AAU
-58.401604029355,-34.6142641025627,49427461 43085189,FARMACIA,AV BELGRANO,2509.0,AV BELGRANO,Balvanera,Comuna 3,1096,C1096AAC
-58.443367249106,-34.5686820772497,47720361,FARMACIA,AV FEDERICO LACROZE,2278.0,AV FEDERICO LACROZE,Palermo,Comuna 14,1426,C1426CPU
-58.5205335431471,-34.6172471712144,45676441,FARMACIA,AV LOPE DE VEGA,2667.0,AV LOPE DE VEGA,Villa Devoto,Comuna 11,1417,C1417COK
-58.4390224593074,-34.5636995875315,47722864,FARMACIA,AV FEDERICO LACROZE,1701.0,AV FEDERICO LACROZE,Palermo,Comuna 14,1426,C1426CPC
-58.5259128751466,-34.6131946815246,46396010/3871,FARMACIA,AV LOPE DE VEGA,3249.0,AV LOPE DE VEGA,Villa Devoto,Comuna 11,1419,C1419CHB
-58.4085496777768,-34.5900646710212,48235991,FARMACIA,AV SANTA FE,3089.0,AV SANTA FE,Recoleta,Comuna 2,1425,C1425BGF
-58.3960473476505,-34.6104150042596,49540788,FARMACIA,RINCON,96.0,RINCON,Balvanera,Comuna 3,1081,C1081ABB
-58.5071862021704,-34.5708831955276,45729090,FARMACIA,AV DE LOS CONSTITUYENTES,6163.0,AV DE LOS CONSTITUYENTES,Villa Urquiza,Comuna 12,1431,C1431EZM
-58.4248717018873,-34.5792189881625,47733978,FARMACIA,AV SANTA FE,4538.0,AV SANTA FE,Palermo,Comuna 14,1425,C1425BHU
-58.4691001013382,-34.6303757640264,46119258,FARMACIA,AV RIVADAVIA,7363.0,AV RIVADAVIA,Flores,Comuna 7,1406,C1406GMD
-58.4636045006428,-34.5606637190519,45437552,FARMACIA,MONROE,2802.0,MONROE,Belgrano,Comuna 13,1428,C1428BLV
-58.4356943955231,-34.6342743470432,49215744,FARMACIA,DEL BARCO CENTENERA,1282.0,DEL BARCO CENTENERA,Parque Chacabuco,Comuna 7,1424,C1424AMZ
-58.3975604914434,-34.613226002733,49510127,FARMACIA,MORENO,2202.0,MORENO,Balvanera,Comuna 3,1094,C1094ABJ
-58.4163746462572,-34.6246893717559,49311458,FARMACIA,AV BOEDO,937.0,AV BOEDO,Boedo,Comuna 5,1218,C1218AAF
-58.4712018938692,-34.5695394601015,45428254,FARMACIA,ROMULO NAON,2186.0,ROMULO NAON,Villa Urquiza,Comuna 12,1430,C1430EPH
-58.4062535867052,-34.6195763579804,49572669 fax 49323254,FARMACIA,AV INDEPENDENCIA,2900.0,AV INDEPENDENCIA,San Cristobal,Comuna 3,1225,C1225AAX
-58.5118828816511,-34.6242967850518,45671708,FARMACIA,AV LOPE DE VEGA,1702.0,AV LOPE DE VEGA,Monte Castro,Comuna 10,1417,C1417CON
-58.474786052857,-34.5438832856178,47044700,FARMACIA,RAMALLO,2568.0,RAMALLO,Saavedra,Comuna 12,1429,C1429DUR
-58.4858727869853,-34.5742646427913,45216635,FARMACIA,MONROE,5080.0,MONROE,Villa Urquiza,Comuna 12,1431,C1431CAP
-58.4753174053557,-34.6063508588332,45824444,FARMACIA,ALVAREZ JONTE,2336.0,ALVAREZ JONTE,Villa Gral. Mitre,Comuna 11,1416,C1416EXV
-58.3889039822179,-34.5894400671877,48135328/1189,FARMACIA,AV PRESIDENTE  QUINTANA,392.0,AV PRESIDENTE  QUINTANA,Recoleta,Comuna 2,1014,C1014ACQ
-58.3828710773517,-34.6147183578855,,FARMACIA,SALTA,534.0,SALTA,Monserrat,Comuna 1,1074,C1074AAL
-58.4083478900878,-34.5869515524633,48223165,FARMACIA,AV CORONEL DIAZ,2179.0,AV CORONEL DIAZ,Recoleta,Comuna 2,1425,C1425DQH
-58.3776430167698,-34.6091101341405,43421313,FARMACIA,PIEDRAS,88.0,PIEDRAS,Monserrat,Comuna 1,1070,C1070AAB
-58.3966956134639,-34.5970947860452,48166611,FARMACIA,MARCELO T. DE ALVEAR,2045.0,MARCELO T. DE ALVEAR,Recoleta,Comuna 2,1122,C1122AAE
-58.4018302043362,-34.6146416614601,43082678,FARMACIA,AV BELGRANO,2530.0,AV BELGRANO,Balvanera,Comuna 3,1096,C1096AAP
-58.459510969791,-34.6384081312945,46120656 46110079,FARMACIA,AV VARELA,794.0,AV VARELA,Flores,Comuna 7,1406,C1406EKP
-58.3937482388393,-34.6512587434591,,FARMACIA,AV IRIARTE,3299.0,AV IRIARTE,Barracas,Comuna 4,1291,C1291ACU
-58.5279494658818,-34.6121144727168,45681376,FARMACIA,AV LOPE DE VEGA,3452.0,AV LOPE DE VEGA,Villa Real,Comuna 10,1419,C1419CHQ
-58.3727015124315,-34.6026235137825,,FARMACIA,RECONQUISTA,458.0,RECONQUISTA,San Nicolas,Comuna 1,1003,C1003ABJ
-58.5126226272928,-34.625295057459,45678388,FARMACIA,AV ALVAREZ JONTE,5402.0,AV ALVAREZ JONTE,Villa Luro,Comuna 10,1407,C1407GPV
-58.4571404055246,-34.5568457172244,47812242,FARMACIA,MONROE,2112.0,MONROE,Belgrano,Comuna 13,1428,C1428BLH
-58.5298814145758,-34.6179131341896,46411307,FARMACIA,AV BEIRO FRANCISCO,5800.0,AV BEIRO FRANCISCO,Villa Real,Comuna 10,1419,C1419IAT
-58.4572992614577,-34.5565738057439,47814241,FARMACIA,MONROE,2101.0,MONROE,Belgrano,Comuna 13,1428,C1428BLG
-58.3914308908691,-34.6195435369959,43042462 fax 4381,FARMACIA,AV ENTRE RIOS,940.0,AV ENTRE RIOS,Constitucion,Comuna 1,1080,C1080ABQ
-58.5134485505723,-34.6485244654079,46410525,FARMACIA,ACASSUSO,6384.0,ACASSUSO,Liniers,Comuna 9,1408,C1408FDZ
-58.4061663064018,-34.6339202135435,49434622  1560002200,FARMACIA,LA RIOJA,1905.0,LA RIOJA,Parque Patricios,Comuna 4,1244,C1244ABO
-58.4301060576572,-34.6351404839698,49240996,FARMACIA,ALBARRACIN,1551.0,ALBARRACIN,Parque Chacabuco,Comuna 7,1424,C1424BGC
-58.5174316824477,-34.661716573945,,FARMACIA,J B ALBERDI,7467.0,J B ALBERDI,Mataderos,Comuna 9,1440,C1440ABM
-58.5173206497013,-34.6616714655124,46871115 46870606,FARMACIA,AV JUAN B. ALBERDI,7461.0,AV JUAN B. ALBERDI,Mataderos,Comuna 9,1440,C1440ABM
-58.3758670074601,-34.6163132463727,43624445,FARMACIA,CHILE,700.0,CHILE,San Telmo,Comuna 1,1098,C1098AAN
-58.5163264589139,-34.6503504707062,46413266,FARMACIA,LISANDRO DE LA TORRE,1079.0,LISANDRO DE LA TORRE,Liniers,Comuna 9,1408,C1408GTU
-58.4404428070468,-34.6357628334306,49215766,FARMACIA,AV ASAMBLEA,1102.0,AV ASAMBLEA,Parque Chacabuco,Comuna 7,1406,C1406HVO
-58.4854257886685,-34.5550575552323,45454578 45418135,FARMACIA,AV BALBIN,3936.0,AV BALBIN,Saavedra,Comuna 12,1430,C1430AAX
-58.3829798052789,-34.6277763651981,43041648,FARMACIA,BRASIL,1201.0,BRASIL,Constitucion,Comuna 1,1154,C1154AAU
-58.3841658221694,-34.5878032457145,48111180,FARMACIA,LIBERTADOR,810.0,LIBERTADOR,Recoleta,Comuna 2,1001,C1001ABV
-58.379697995384,-34.650993091015,43010330 43015429,FARMACIA,RIO CUARTO,2400.0,RIO CUARTO,Barracas,Comuna 4,1292,C1292ABD
-58.4892256985875,-34.6357843606803,,FARMACIA,AV RIVADAVIA,8896.0,AV RIVADAVIA,Velez Sarsfield,Comuna 10,1407,C1407DYX
-58.4884035415397,-34.6483740980794,46823921/3920,FARMACIA,AV DIRECTORIO,4701.0,AV DIRECTORIO,Parque Avellaneda,Comuna 9,1407,C1407HGH
-58.4250933861147,-34.6331645967166,,FARMACIA,AV LA PLATA,1560.0,AV LA PLATA,Boedo,Comuna 5,1250,C1250AAS
-58.3770263958614,-34.599600744272,43933782,FARMACIA,MAIPU,738.0,MAIPU,San Nicolas,Comuna 1,1006,C1006ACJ
-58.4371653795998,-34.5743336316439,47710960 47776123,FARMACIA,AV CABILDO,100.0,AV CABILDO,Palermo,Comuna 14,1426,C1426AAN
-58.447313834447,-34.6232424783318,49880100,FARMACIA,AV RIVADAVIA,5802.0,AV RIVADAVIA,Caballito,Comuna 6,1406,C1406GLO
-58.3998312288898,-34.6029833303669,49593100,FARMACIA,PASTEUR,532.0,PASTEUR,Balvanera,Comuna 3,1028,C1028AAL
-58.4108379238289,-34.5903454065166,48250823,FARMACIA,GUEMES,3271.0,GUEMES,Recoleta,Comuna 2,1425,C1425BKG
-58.4052681319329,-34.6102601597411,48641834 48616502,FARMACIA,AV RIVADAVIA,2754.0,AV RIVADAVIA,Balvanera,Comuna 3,1034,C1034ACT
-58.4579238197458,-34.5672421357886,47886204,FARMACIA,VIDAL,1784.0,VIDAL,Belgrano,Comuna 13,1426,C1426AMH
-58.4880326262433,-34.6101364223924,45812132,FARMACIA,AV ALVAREZ JONTE,3202.0,AV ALVAREZ JONTE,Villa Santa Rita,Comuna 11,1416,C1416EYR
-58.4170842542602,-34.6111089727803,48613348,FARMACIA,AV RIVADAVIA,3600.0,AV RIVADAVIA,Almagro,Comuna 5,1204,C1204AAN
-58.4824735604705,-34.660476102614,46829809,FARMACIA,AV EVA PERON,5338.0,AV EVA PERON,Villa Lugano,Comuna 8,1439,C1439BSR
-58.416093794835,-34.6093083676771,48670202 48653185,FARMACIA,BARTOLOME MITRE,3501.0,BARTOLOME MITRE,Almagro,Comuna 5,1201,C1201AAO
-58.4352175837913,-34.6175469409791,49025222,FARMACIA,AV RIVADAVIA,4953.0,AV RIVADAVIA,Caballito,Comuna 6,1424,C1424CEE
-58.4548710083212,-34.5862109446879,45538400,FARMACIA,AV FEDERICO LACROZE,4125.0,AV FEDERICO LACROZE,Chacarita,Comuna 15,1427,C1427EDG
-58.408954953053,-34.5877726336258,48229180/4624,FARMACIA,BERUTI,3300.0,BERUTI,Recoleta,Comuna 2,1425,C1425BBP
-58.4789742935031,-34.5789488061163,45211638,FARMACIA,AV TRIUNVIRATO,4101.0,AV TRIUNVIRATO,Villa Urquiza,Comuna 12,1431,C1431FBE
-58.3760422903464,-34.6263189149314,43005498,FARMACIA,BRASIL,800.0,BRASIL,San Telmo,Comuna 1,1154,C1154AAL
-58.4464884215892,-34.5576146917669,47844794,FARMACIA,ECHEVERRIA,1472.0,ECHEVERRIA,Belgrano,Comuna 13,1428,C1428DQR
-58.4020033560999,-34.5931632164101,48229744,FARMACIA,AV PUEYRREDON,1502.0,AV PUEYRREDON,Recoleta,Comuna 2,1118,C1118AAS
-58.4213952613525,-34.6105642818714,,FARMACIA,AV MEDRANO,60.0,AV MEDRANO,Almagro,Comuna 5,1178,C1178ABB
-58.3917242205946,-34.6224421989172,43047719 43040951,FARMACIA,AV ENTRE RIOS,1177.0,AV ENTRE RIOS,San Cristobal,Comuna 3,1080,C1080ABF
-58.4635648604648,-34.6847806433415,,FARMACIA,,,,,,,
-58.4704264395519,-34.5650733495755,45412565,FARMACIA,AV MONROE,3508.0,AV MONROE,Belgrano,Comuna 13,1430,C1430BKP
-58.3863192044031,-34.6124906841303,51732328,FARMACIA,SAN JOSE,321.0,SAN JOSE,Monserrat,Comuna 1,1076,C1076AAG
-58.3690406287334,-34.5848824579333,43159327,FARMACIA,AV DE LOS INMIGRANTES,2509.0,AV DE LOS INMIGRANTES,Retiro,Comuna 1,1104,C1104ADH
-58.5128052806969,-34.6067168287458,,FARMACIA,AV BEIRO FRANCISCO,4402.0,AV BEIRO FRANCISCO,Villa Devoto,Comuna 11,1419,C1419HZT
-58.4009193471075,-34.5946457438863,48231551,FARMACIA,AV SANTA FE,2399.0,AV SANTA FE,Recoleta,Comuna 2,1123,C1123AAF
-58.4388601734713,-34.6086202460332,49821408 49836498,FARMACIA,AV DIAZ VELEZ,5101.0,AV DIAZ VELEZ,Caballito,Comuna 6,1405,C1405DCG
-58.3925160948726,-34.6010105753985,43722152,FARMACIA,AV CALLAO,689.0,AV CALLAO,San Nicolas,Comuna 1,1022,C1022AAG
-58.4603996341423,-34.6429990184785,46139767 46128730,FARMACIA,AV EVA PERON,3100.0,AV EVA PERON,Flores,Comuna 7,1406,C1406HNS
-58.4122988503344,-34.5878084126643,48258846,FARMACIA,AV SANTA FE,3350.0,AV SANTA FE,Palermo,Comuna 14,1425,C1425BGV
-58.416625425775,-34.6093250533596,,FARMACIA,BARTOLOME MITRE,3545.0,BARTOLOME MITRE,Almagro,Comuna 5,1201,C1201AAO
-58.3674721669186,-34.6218274174176,,FARMACIA,AV SAN JUAN,172.0,AV SAN JUAN,San Telmo,Comuna 1,1064,C1064AEO
-58.4864660985559,-34.6057217279798,45019111,FARMACIA,AV NAZCA,2602.0,AV NAZCA,Villa Del Parque,Comuna 11,1417,C1417CUP
-58.4412573704318,-34.6214619832997,49040124 49018157/20,FARMACIA,DEL BARCO CENTENERA,151.0,DEL BARCO CENTENERA,Caballito,Comuna 6,1424,C1424AMC
-58.4786553263357,-34.68056564221,46014785,FARMACIA,AV RIESTRA,6148.0,AV RIESTRA,Villa Lugano,Comuna 8,1439,C1439BYZ
-58.483177688077,-34.6389206192459,46717909,FARMACIA,AV JUAN B. ALBERDI,4101.0,AV JUAN B. ALBERDI,Velez Sarsfield,Comuna 10,1407,C1407GZI
-58.4043943435187,-34.5892582498282,48215080 48233241,FARMACIA,JUNCAL,2733.0,JUNCAL,Recoleta,Comuna 2,1425,C1425AYG
-58.4640856193712,-34.6308389443417,46120531,FARMACIA,RAMON L. FALCON,2542.0,RAMON L. FALCON,Flores,Comuna 7,1406,C1406GNZ
-58.4305326085571,-34.627729831337,49233452,FARMACIA,AV DIRECTORIO,280.0,AV DIRECTORIO,Parque Chacabuco,Comuna 7,1424,C1424CIP
-58.4263638735963,-34.6136045056057,49812289,FARMACIA,AV RIVADAVIA,4301.0,AV RIVADAVIA,Almagro,Comuna 5,1205,C1205AAD
-58.4328238063596,-34.5700041767367,47710414,FARMACIA,ARCE,516.0,ARCE,Palermo,Comuna 14,1426,C1426BSH
-58.4557117035375,-34.6317219561115,46321740,FARMACIA,AV DIRECTORIO,2001.0,AV DIRECTORIO,Flores,Comuna 7,1406,C1406GZJ
-58.5150555088854,-34.6475315757036,46421617,FARMACIA,MARTINIANO LEGUIZAMÓN,900.0,MARTINIANO LEGUIZAMÓN,Liniers,Comuna 9,1408,C1408GWR
-58.4774353354358,-34.656917545446,46832111  46831671,FARMACIA,AV EVA PERON,4802.0,AV EVA PERON,Parque Avellaneda,Comuna 9,1407,C1407HUZ
-58.3831855379649,-34.6267840137021,3044742,FARMACIA,AV J. DE GARAY,1221.0,AV J. DE GARAY,Constitucion,Comuna 1,1153,C1153ABK
-58.3932635010903,-34.6055440534294,43735781,FARMACIA,SARMIENTO,1867.0,SARMIENTO,Balvanera,Comuna 3,1044,C1044AAA
-58.5165883136484,-34.6449942687931,46410756,FARMACIA,CAAGUAZU,6299.0,CAAGUAZU,Liniers,Comuna 9,1408,C1408ETK
-58.3970825957269,-34.5922982439324,,FARMACIA,JOSÉ EVARISTO URIBURU,1379.0,JOSÉ EVARISTO URIBURU,Recoleta,Comuna 2,1114,C1114AAK
-58.4534085818758,-34.5847005644895,45531934,FARMACIA,AV FEDERICO LACROZE,3938.0,AV FEDERICO LACROZE,Chacarita,Comuna 15,1427,C1427EDR
-58.5070838818432,-34.6324955917682,45678936,FARMACIA,MAGARINOS CERVANTES,5402.0,MAGARINOS CERVANTES,,,,
-58.459951233519,-34.563740205743,47881679,FARMACIA,JURAMENTO,2741.0,JURAMENTO,Belgrano,Comuna 13,1428,C1428DNU
-58.4133368748583,-34.6426501168578,49129501,FARMACIA,ALMAFUERTE,399.0,ALMAFUERTE,Nueva Pompeya,Comuna 4,1437,C1437JLD
-58.3976906882693,-34.5872967180815,48033011,FARMACIA,AV LAS HERAS,2318.0,AV LAS HERAS,Recoleta,Comuna 2,1425,C1425ASN
-58.4320153467847,-34.5784155528301,47717627,FARMACIA,PARAGUAY,5301.0,PARAGUAY,Palermo,Comuna 14,1425,C1425BTI
-58.455841203829,-34.6261346766986,46312075 46336655,FARMACIA,AV RIVADAVIA,6327.0,AV RIVADAVIA,Flores,Comuna 7,1406,C1406GLG
-58.4101455609964,-34.5922168617872,48220144,FARMACIA,SANCHEZ DE BUSTAMANTE,1639.0,SANCHEZ DE BUSTAMANTE,Recoleta,Comuna 2,1425,C1425DUG
-58.3783632438151,-34.5930957598104,43121789,FARMACIA,ESMERALDA,1279.0,ESMERALDA,Retiro,Comuna 1,1007,C1007ABQ
-58.3850370557726,-34.6100568456182,43810097,FARMACIA,SANTIAGO DEL ESTERO,121.0,SANTIAGO DEL ESTERO,Monserrat,Comuna 1,1075,C1075AAC
-58.4418464371555,-34.6211881576852,44323128 44322622,FARMACIA,AV RIVADAVIA,5444.0,AV RIVADAVIA,Caballito,Comuna 6,1424,C1424CEW
-58.5246766947592,-34.6560581811924,46423051 46445630,FARMACIA,AV EMILIO CASTRO,7649.0,AV EMILIO CASTRO,Liniers,Comuna 9,1408,C1408IHA
-58.4919132976613,-34.6518604102973,46840670,FARMACIA,AV DIRECTORIO,5126.0,AV DIRECTORIO,Mataderos,Comuna 9,1440,C1440ASQ
-58.4079247337179,-34.6199244193643,49313080,FARMACIA,AV INDEPENDENCIA,3002.0,AV INDEPENDENCIA,San Cristobal,Comuna 3,1225,C1225AAZ
-58.394117413488,-34.6040544436263,49544569,FARMACIA,RIOBAMBA,434.0,RIOBAMBA,Balvanera,Comuna 3,1025,C1025ABJ
-58.3949510025312,-34.5963381824634,48143781 48135930,FARMACIA,RIOBAMBA,1076.0,RIOBAMBA,Recoleta,Comuna 2,1116,C1116ABF
-58.4339107090964,-34.6089251675096,49818299 49584292,FARMACIA,AV DIAZ VELEZ,4764.0,AV DIAZ VELEZ,Caballito,Comuna 6,1405,C1405DCP
-58.4065733390267,-34.5901048983679,48225873/5810,FARMACIA,AUSTRIA,1839.0,AUSTRIA,Recoleta,Comuna 2,1425,C1425EGC
-58.5199220469743,-34.6177865244575,45688359,FARMACIA,AV LOPE DE VEGA,2599.0,AV LOPE DE VEGA,Villa Devoto,Comuna 11,1417,C1417COJ
-58.4255091426112,-34.631633766702,49217055,FARMACIA,AV LA PLATA,1402.0,AV LA PLATA,Boedo,Comuna 5,1250,C1250AAR
-58.4489063445861,-34.5576096306702,47805770 47820841,FARMACIA,JURAMENTO,1602.0,JURAMENTO,Belgrano,Comuna 13,1428,C1428DMV
-58.4663159890356,-34.6122129268899,,FARMACIA,TRES ARROYOS,2060.0,TRES ARROYOS,Villa Gral. Mitre,Comuna 11,1416,C1416DDF
-58.4711994261321,-34.5445943065259,47029272,FARMACIA,AV CABILDO,4299.0,AV CABILDO,Nuñez,Comuna 13,1429,C1429ABA
-58.429842291225,-34.61556963238,49037787,FARMACIA,AV RIVADAVIA,4544.0,AV RIVADAVIA,Caballito,Comuna 6,1424,C1424CEN
-58.4558965932119,-34.641724929171,46324484,FARMACIA,AV VARELA,1158.0,AV VARELA,Flores,Comuna 7,1406,C1406EKX
-58.4087668569197,-34.5982509923336,49615943 49635009,FARMACIA,AV CORDOBA,2932.0,AV CORDOBA,Balvanera,Comuna 3,1187,C1187AAQ
-58.459972888215,-34.5659929703843,47827532,FARMACIA,AV CRAMER,1963.0,AV CRAMER,Belgrano,Comuna 13,1428,C1428CTC
-58.4334566511635,-34.6124248985386,49582010,FARMACIA,AV AVELLANEDA,212.0,AV AVELLANEDA,Caballito,Comuna 6,1405,C1405CNP
-58.3863330919205,-34.6014647609557,43723969 43718176,FARMACIA,TUCUMAN,1391.0,TUCUMAN,San Nicolas,Comuna 1,1050,C1050AAA
-58.4789624962881,-34.6404987529095,46718222,FARMACIA,AV DIRECTORIO,3901.0,AV DIRECTORIO,Parque Avellaneda,Comuna 9,1407,C1407HFG
-58.4029136982626,-34.5944795429141,48266484,FARMACIA,AV SANTA FE,2528.0,AV SANTA FE,Recoleta,Comuna 2,1425,C1425BGN
-58.3911557544349,-34.603283127677,43723951,FARMACIA,LAVALLE,1722.0,LAVALLE,San Nicolas,Comuna 1,1048,C1048AAP
-58.4302468314557,-34.6013964267125,48633891 48616874,FARMACIA,LAMBARE,1076.0,LAMBARE,Almagro,Comuna 5,1185,C1185ABF
-58.4949847316753,-34.644524791189,46831305,FARMACIA,AV JUAN B. ALBERDI,4887.0,AV JUAN B. ALBERDI,Villa Luro,Comuna 10,1407,C1407HAC
-58.3602133292693,-34.6326811804178,43628094 43617964 43622384,FARMACIA,ALTE BROWN,900.0,ALTE BROWN,Boca,Comuna 4,1159,C1159ABN
-58.5287866485101,-34.6407354804718,46441765,FARMACIA,AV GRAL PAZ,10720.0,AV GRAL PAZ,Liniers,Comuna 9,1408,C1408FGT
-58.3585463845806,-34.6354703536644,43014986,FARMACIA,AV ALMTE. BROWN,1222.0,AV ALMTE. BROWN,Boca,Comuna 4,1159,C1159ABR
-58.4336042517245,-34.6281843942262,49238669,FARMACIA,AV DIRECTORIO,500.0,AV DIRECTORIO,Parque Chacabuco,Comuna 7,1424,C1424CIR
-58.422158268365,-34.5811288505447,47772643,FARMACIA,AV SANTA FE,4220.0,AV SANTA FE,Palermo,Comuna 14,1425,C1425BHR
-58.4042143173809,-34.6366869554671,49431942,FARMACIA,AV CASEROS,2915.0,AV CASEROS,Parque Patricios,Comuna 4,1264,C1264AAJ
-58.4034965893768,-34.5836479352117,48025136/9366,FARMACIA,AV LAS HERAS,2968.0,AV LAS HERAS,Recoleta,Comuna 2,1425,C1425AST
-58.4792955072529,-34.5852775693813,45216212,FARMACIA,AV DE LOS INCAS,4960.0,AV DE LOS INCAS,Parque Chas,Comuna 15,1427,C1427DOO
-58.4355917196253,-34.6207891749724,49034639,FARMACIA,AV JOSE MARIA MORENO,245.0,AV JOSE MARIA MORENO,Caballito,Comuna 6,1424,C1424AAC
-58.4032955417329,-34.607657705488,,FARMACIA,TENIENTE GENERAL JUAN D PERON,2598.0,TENIENTE GENERAL JUAN D PERON,Balvanera,Comuna 3,1040,C1040AAP
-58.4280518254911,-34.6039868773866,48625793 48616365 48610124,FARMACIA,SARMIENTO,4449.0,SARMIENTO,Almagro,Comuna 5,1197,C1197AAO
-58.4264421962404,-34.6024442345194,48675352,FARMACIA,AV CORRIENTES,4371.0,AV CORRIENTES,Almagro,Comuna 5,1195,C1195AAC
-58.3749376706444,-34.5984947977573,45086232,FARMACIA,AV CORDOBA,533.0,AV CORDOBA,Retiro,Comuna 1,1054,C1054AAE
-58.4483188282065,-34.6235996918059,4431310744317680,FARMACIA,AV RIVADAVIA,5892.0,AV RIVADAVIA,Caballito,Comuna 6,1406,C1406GLO
-58.3714192654082,-34.6016358677843,,FARMACIA,25 DE MAYO,530.0,25 DE MAYO,San Nicolas,Comuna 1,1002,C1002ABL
-58.4209095842699,-34.6043886251814,48622316,FARMACIA,AV MEDRANO,533.0,AV MEDRANO,Almagro,Comuna 5,1179,C1179AAI
-58.507174994456,-34.6279246382217,45677888,FARMACIA,AV LOPE DE VEGA,1272.0,AV LOPE DE VEGA,Villa Luro,Comuna 10,1407,C1407BNY
-58.4059270377349,-34.6358350787969,49430647/1786,FARMACIA,LA RIOJA,2099.0,LA RIOJA,Parque Patricios,Comuna 4,1244,C1244ABQ
